LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;MSL;2 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;MSL;MSL
NAME;;;;;Temperature;Relative Humidity;Mean Sea Level Pressure;Temperature;Temperature;Relative Humidity;Relative Humidity;Mean Sea Level Pressure;Mean Sea Level Pressure
UNIT;;;;;°C;%;hPa;°C;°C;%;%;hPa;hPa
AGGREGATION;;;;;daily mean;daily mean;daily mean;daily max;daily min;daily max;daily min;daily max;daily min
UTC_OFFSET;;;;;1;1;1;1;1;1;1;1;1

Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL]
2015;01;15;00;00;8.57;61.21;1011.96;13.20;4.30;82.00;48.00;1020.40;1007.20
2015;01;16;00;00;8.23;70.29;1006.60;12.61;5.32;96.00;44.00;1008.60;1004.40
2015;01;17;00;00;3.83;84.58;1014.90;5.85;-0.65;92.00;77.00;1020.30;1009.10
2015;01;18;00;00;1.37;78.33;1017.26;5.65;-1.12;94.00;58.00;1021.40;1013.50
2015;01;19;00;00;2.55;81.42;1011.40;5.55;-0.86;90.00;69.00;1013.80;1009.60
2015;01;20;00;00;2.28;86.50;1011.52;3.88;1.16;93.00;72.00;1012.20;1010.50
2015;01;21;00;00;2.28;83.50;1009.04;5.94;0.40;95.00;62.00;1011.80;1007.30
2015;01;22;00;00;0.98;87.38;1012.58;4.47;-1.36;95.00;67.00;1018.40;1008.00
2015;01;23;00;00;2.01;87.33;1021.51;3.85;0.02;96.00;71.00;1024.80;1018.50
2015;01;24;00;00;1.00;85.42;1023.48;3.31;-0.77;96.00;64.00;1025.60;1020.90
2015;01;25;00;00;1.33;84.42;1029.39;4.08;-0.95;96.00;67.00;1030.90;1026.90
2015;01;26;00;00;2.76;85.33;1026.15;4.05;1.35;92.00;71.00;1029.50;1021.10
2015;01;27;00;00;3.30;82.21;1023.36;5.15;1.94;91.00;64.00;1024.30;1021.90
2015;01;28;00;00;3.79;77.71;1017.38;6.57;1.34;94.00;60.00;1024.10;1006.00
2015;01;29;00;00;4.89;75.54;995.23;7.34;1.55;93.00;62.00;1006.20;976.50
2015;01;30;00;00;2.54;78.33;978.68;5.11;-0.42;88.00;59.00;982.00;976.10
2015;01;31;00;00;2.55;77.62;983.24;5.23;0.53;92.00;65.00;987.30;980.60
2015;02;01;00;00;1.57;81.75;991.02;3.62;0.43;91.00;65.00;996.60;986.10
2015;02;02;00;00;1.27;85.04;1002.33;3.05;-0.27;95.00;71.00;1004.90;995.10
2015;02;03;00;00;1.08;77.75;1002.35;4.42;-1.36;93.00;58.00;1004.60;1000.40
2015;02;04;00;00;-0.15;71.79;1008.22;2.52;-1.82;83.00;59.00;1013.10;1004.30
2015;02;05;00;00;-0.02;65.75;1012.17;1.69;-1.91;72.00;56.00;1013.90;1010.50
2015;02;06;00;00;-0.10;64.50;1016.05;2.17;-1.73;72.00;57.00;1020.30;1014.00
2015;02;07;00;00;-0.98;62.25;1026.04;2.59;-3.69;78.00;47.00;1030.40;1020.70
2015;02;08;00;00;-0.21;77.62;1031.23;3.32;-2.74;89.00;61.00;1034.00;1028.50
2015;02;09;00;00;1.93;73.54;1033.60;5.63;-1.33;88.00;52.00;1035.70;1031.30
2015;02;10;00;00;2.25;83.29;1030.92;6.45;-1.81;96.00;67.00;1033.40;1028.70
2015;02;11;00;00;3.34;80.21;1026.31;9.16;-0.51;96.00;65.00;1029.10;1023.50
2015;02;12;00;00;5.00;73.75;1022.50;11.13;-0.20;90.00;55.00;1024.30;1020.70
2015;02;13;00;00;6.93;59.92;1019.31;11.99;3.62;82.00;47.00;1022.90;1014.40
2015;02;14;00;00;7.96;71.00;1010.41;10.29;6.02;81.00;64.00;1014.40;1007.70
2015;02;15;00;00;6.83;78.79;1009.84;10.13;3.58;93.00;58.00;1014.70;1007.40
2015;02;16;00;00;4.61;84.17;1018.50;8.85;2.07;93.00;65.00;1021.30;1015.50
2015;02;17;00;00;3.57;85.08;1030.05;7.58;1.34;96.00;61.00;1037.50;1021.80
2015;02;18;00;00;2.58;84.00;1037.95;6.59;-0.33;95.00;69.00;1039.70;1036.10
2015;02;19;00;00;3.15;77.04;1032.17;7.70;-0.46;94.00;58.00;1037.60;1026.80
2015;02;20;00;00;6.16;59.71;1018.73;13.10;2.72;81.00;37.00;1026.90;1008.30
2015;02;21;00;00;4.48;74.79;1003.22;5.83;3.33;89.00;55.00;1007.80;1001.00
2015;02;22;00;00;4.42;77.50;1008.77;7.01;2.83;93.00;60.00;1011.50;1004.80
2015;02;23;00;00;4.99;80.17;1003.92;10.87;0.77;93.00;71.00;1009.60;999.00
2015;02;24;00;00;5.28;75.62;1009.31;7.53;3.90;84.00;58.00;1017.20;1003.70
2015;02;25;00;00;4.78;70.04;1019.18;8.20;2.06;89.00;48.00;1021.30;1017.80
2015;02;26;00;00;5.75;69.08;1018.03;10.13;2.22;87.00;47.00;1021.40;1012.60
2015;02;27;00;00;4.62;81.42;1014.47;6.25;3.50;90.00;57.00;1022.40;1008.50
2015;02;28;00;00;3.43;76.96;1021.46;7.22;0.68;88.00;61.00;1024.30;1017.60
2015;03;01;00;00;7.98;70.79;1011.95;11.60;2.53;79.00;56.00;1016.70;1008.40
2015;03;02;00;00;7.91;74.21;1012.78;11.27;3.51;88.00;59.00;1022.20;1006.70
2015;03;03;00;00;5.82;67.38;1023.70;10.64;0.39;88.00;42.00;1026.00;1021.60
2015;03;04;00;00;4.60;72.33;1027.50;6.98;2.81;88.00;48.00;1031.30;1024.30
2015;03;05;00;00;3.22;70.92;1034.98;6.83;0.87;85.00;51.00;1037.60;1032.00
2015;03;06;00;00;5.15;65.33;1037.04;9.27;2.15;76.00;53.00;1038.70;1035.20
2015;03;07;00;00;6.69;64.04;1033.17;14.11;0.78;81.00;43.00;1037.30;1030.50
2015;03;08;00;00;10.07;59.58;1026.45;14.96;4.82;72.00;45.00;1030.40;1023.50
2015;03;09;00;00;11.08;65.67;1024.95;14.89;7.39;80.00;56.00;1026.40;1023.90
2015;03;10;00;00;10.37;75.38;1026.47;14.36;6.61;91.00;54.00;1027.90;1025.00
2015;03;11;00;00;8.85;79.21;1028.07;11.14;5.07;96.00;59.00;1029.50;1026.80
2015;03;12;00;00;5.12;64.25;1027.10;10.75;0.16;87.00;40.00;1030.80;1023.80
2015;03;13;00;00;5.14;70.79;1020.37;11.18;-0.11;89.00;50.00;1023.90;1017.50
2015;03;14;00;00;4.51;75.00;1020.30;10.74;-0.42;91.00;53.00;1022.10;1019.10
2015;03;15;00;00;5.24;78.17;1020.73;11.31;0.25;95.00;62.00;1022.70;1018.50
2015;03;16;00;00;8.70;64.08;1021.33;15.55;2.67;77.00;46.00;1022.90;1020.20
2015;03;17;00;00;10.34;64.38;1022.68;17.62;3.38;82.00;43.00;1024.20;1021.20
2015;03;18;00;00;12.03;66.79;1023.74;17.67;8.47;84.00;52.00;1025.20;1022.10
2015;03;19;00;00;10.72;82.58;1023.80;14.57;7.40;95.00;67.00;1025.50;1022.40
2015;03;20;00;00;10.01;72.25;1022.13;15.58;4.18;93.00;54.00;1025.50;1018.80
2015;03;21;00;00;9.57;73.92;1017.38;13.15;6.40;87.00;58.00;1020.00;1015.00
2015;03;22;00;00;8.00;70.88;1016.77;12.14;3.82;89.00;52.00;1018.40;1015.00
2015;03;23;00;00;9.01;70.50;1015.36;13.57;4.57;87.00;53.00;1018.70;1011.60
2015;03;24;00;00;10.79;68.33;1008.01;15.66;5.60;87.00;51.00;1011.70;1004.00
2015;03;25;00;00;9.46;78.67;1004.14;11.44;7.91;86.00;71.00;1006.30;1002.40
2015;03;26;00;00;8.16;69.75;1010.70;11.37;5.06;88.00;54.00;1013.40;1006.90
2015;03;27;00;00;7.53;67.96;1020.05;10.94;3.99;90.00;50.00;1024.90;1013.50
2015;03;28;00;00;8.55;67.83;1021.80;14.29;3.24;83.00;48.00;1025.40;1017.30
2015;03;29;00;00;10.87;72.88;1012.94;13.65;8.84;83.00;62.00;1018.00;1007.70
2015;03;30;00;00;9.32;72.83;1011.91;10.87;8.24;87.00;58.00;1017.70;1007.10
2015;03;31;00;00;10.03;70.83;1012.96;11.92;7.21;77.00;68.00;1017.60;1009.20
2015;04;01;00;00;5.61;67.08;1023.48;7.32;3.73;81.00;56.00;1026.60;1018.00
2015;04;02;00;00;6.51;73.42;1020.47;9.29;4.90;87.00;63.00;1025.60;1015.70
2015;04;03;00;00;7.21;69.00;1020.72;12.87;1.48;88.00;45.00;1025.20;1016.20
2015;04;04;00;00;6.34;91.42;1013.53;9.08;4.36;95.00;84.00;1016.80;1010.60
2015;04;05;00;00;5.62;65.25;1019.84;9.88;1.40;95.00;38.00;1025.20;1016.50
2015;04;06;00;00;5.01;60.17;1027.78;9.87;0.70;77.00;43.00;1033.90;1025.00
2015;04;07;00;00;6.04;57.79;1036.04;12.08;-0.38;81.00;37.00;1038.10;1034.00
2015;04;08;00;00;9.20;53.83;1033.62;15.37;2.96;72.00;45.00;1036.60;1030.50
2015;04;09;00;00;11.99;58.92;1028.43;19.27;3.90;82.00;39.00;1031.40;1025.40
2015;04;10;00;00;14.56;55.21;1024.20;20.12;9.21;75.00;30.00;1026.70;1020.90
2015;04;11;00;00;13.47;59.04;1025.07;16.66;9.41;82.00;44.00;1028.70;1023.20
2015;04;12;00;00;14.30;68.62;1029.44;18.91;9.48;82.00;52.00;1031.30;1027.70
2015;04;13;00;00;14.63;63.62;1030.73;19.89;8.14;79.00;45.00;1032.70;1029.50
2015;04;14;00;00;14.78;61.12;1029.54;20.55;9.17;83.00;36.00;1032.30;1025.60
2015;04;15;00;00;16.57;44.92;1020.50;24.12;8.76;70.00;29.00;1025.80;1016.00
2015;04;16;00;00;15.96;63.67;1015.31;21.21;11.00;92.00;43.00;1017.60;1013.00
2015;04;17;00;00;13.69;79.08;1013.01;16.72;10.37;96.00;64.00;1016.20;1011.10
2015;04;18;00;00;10.13;67.38;1019.48;13.96;5.13;96.00;38.00;1021.10;1016.10
2015;04;19;00;00;9.95;54.04;1018.45;17.44;1.97;73.00;34.00;1021.40;1015.70
2015;04;20;00;00;11.12;61.92;1024.01;18.56;4.80;79.00;45.00;1026.50;1022.00
2015;04;21;00;00;13.26;62.50;1027.47;21.56;5.85;75.00;34.00;1029.30;1025.70
2015;04;22;00;00;13.01;63.62;1024.50;20.35;7.07;83.00;40.00;1028.60;1020.60
2015;04;23;00;00;11.68;61.08;1018.39;17.63;4.57;89.00;36.00;1023.10;1015.20
2015;04;24;00;00;13.88;56.79;1014.61;20.55;5.35;80.00;37.00;1017.70;1011.70
2015;04;25;00;00;14.28;72.88;1011.07;19.05;9.92;88.00;49.00;1012.10;1009.90
2015;04;26;00;00;14.70;75.08;1008.38;18.33;11.23;88.00;61.00;1012.00;1003.10
2015;04;27;00;00;14.12;83.42;1000.87;17.37;11.10;96.00;72.00;1002.90;999.30
2015;04;28;00;00;10.32;69.88;1014.79;13.64;7.31;95.00;41.00;1021.30;1004.10
2015;04;29;00;00;11.36;60.04;1017.50;17.27;4.21;82.00;39.00;1021.40;1014.40
2015;04;30;00;00;12.50;61.33;1016.26;15.43;8.74;80.00;49.00;1018.40;1013.80
2015;05;01;00;00;11.66;88.96;1006.81;15.44;7.52;96.00;80.00;1013.70;1002.80
2015;05;02;00;00;12.61;84.46;1011.31;17.17;8.94;96.00;66.00;1013.00;1007.10
2015;05;03;00;00;17.06;78.79;1008.43;22.28;12.05;96.00;53.00;1010.60;1006.50
2015;05;04;00;00;18.38;77.17;1009.68;22.48;14.71;94.00;52.00;1012.00;1005.70
2015;05;05;00;00;19.24;61.25;1007.18;24.11;14.67;89.00;42.00;1013.30;1002.90
2015;05;06;00;00;14.77;61.08;1016.89;18.26;10.87;86.00;44.00;1020.50;1014.00
2015;05;07;00;00;13.35;62.75;1020.60;17.14;9.52;76.00;51.00;1023.60;1017.70
2015;05;08;00;00;16.75;63.79;1015.40;23.55;10.01;81.00;41.00;1018.20;1012.40
2015;05;09;00;00;16.02;72.50;1021.50;19.43;12.13;90.00;56.00;1026.00;1017.90
2015;05;10;00;00;16.18;62.50;1026.42;21.86;9.43;83.00;42.00;1027.90;1024.60
2015;05;11;00;00;19.65;58.00;1022.76;26.16;11.35;77.00;39.00;1025.20;1020.80
2015;05;12;00;00;22.15;58.25;1019.42;28.79;15.39;86.00;34.00;1021.30;1017.20
2015;05;13;00;00;19.53;67.83;1017.09;25.19;13.88;75.00;60.00;1022.80;1010.30
2015;05;14;00;00;17.99;66.42;1011.38;21.09;12.18;87.00;53.00;1013.30;1008.00
2015;05;15;00;00;10.17;89.25;1013.24;11.53;7.99;96.00;80.00;1017.10;1011.40
2015;05;16;00;00;14.45;73.08;1022.30;20.84;8.35;96.00;47.00;1026.30;1017.30
2015;05;17;00;00;15.34;74.21;1023.90;19.58;11.79;95.00;51.00;1026.90;1020.30
2015;05;18;00;00;16.12;70.83;1013.63;22.46;10.48;89.00;54.00;1020.50;1007.80
2015;05;19;00;00;13.66;66.08;1010.73;16.21;10.99;80.00;50.00;1013.30;1008.40
2015;05;20;00;00;10.11;67.62;1016.08;11.47;8.45;87.00;58.00;1020.10;1013.00
2015;05;21;00;00;11.08;63.21;1022.94;15.75;6.91;79.00;46.00;1027.20;1020.20
2015;05;22;00;00;12.77;62.67;1023.96;18.75;7.15;83.00;38.00;1027.40;1019.90
2015;05;23;00;00;13.73;69.83;1018.53;17.34;9.03;84.00;51.00;1021.30;1017.10
2015;05;24;00;00;15.34;72.88;1017.36;19.32;10.59;89.00;58.00;1018.30;1016.30
2015;05;25;00;00;14.87;79.67;1015.73;17.26;12.32;96.00;65.00;1017.70;1013.60
2015;05;26;00;00;12.07;78.75;1018.13;14.57;8.99;95.00;64.00;1023.30;1015.00
2015;05;27;00;00;12.01;67.08;1022.56;16.94;6.52;88.00;47.00;1024.50;1020.30
2015;05;28;00;00;15.74;57.67;1017.48;22.33;8.42;77.00;36.00;1020.70;1014.70
2015;05;29;00;00;17.10;61.50;1012.92;21.84;12.60;73.00;45.00;1015.80;1011.00
2015;05;30;00;00;15.52;67.50;1016.03;18.28;11.51;79.00;56.00;1018.50;1013.60
2015;05;31;00;00;17.35;66.79;1016.41;22.27;10.22;92.00;48.00;1018.70;1014.50
2015;06;01;00;00;17.52;74.58;1017.05;19.79;13.83;94.00;62.00;1017.80;1015.90
2015;06;02;00;00;19.77;68.75;1017.85;25.46;13.58;95.00;44.00;1019.90;1016.60
2015;06;03;00;00;21.24;62.38;1022.16;25.25;15.19;79.00;44.00;1024.40;1019.40
2015;06;04;00;00;21.25;74.58;1023.15;27.80;14.54;93.00;55.00;1025.50;1020.20
2015;06;05;00;00;25.31;65.83;1019.59;31.21;18.19;96.00;43.00;1021.10;1017.90
2015;06;06;00;00;25.01;61.96;1021.86;29.51;19.69;86.00;42.00;1025.10;1019.40
2015;06;07;00;00;20.69;75.04;1024.47;25.21;15.44;93.00;61.00;1025.70;1022.90
2015;06;08;00;00;16.59;83.42;1021.88;21.10;13.56;93.00;69.00;1023.70;1020.30
2015;06;09;00;00;15.84;77.12;1020.06;20.56;12.38;95.00;56.00;1021.30;1018.90
2015;06;10;00;00;18.69;70.38;1019.42;24.84;11.67;87.00;53.00;1021.00;1017.70
2015;06;11;00;00;21.95;66.75;1016.10;27.20;16.37;88.00;48.00;1019.20;1012.30
2015;06;12;00;00;21.19;69.50;1011.16;28.37;15.54;88.00;45.00;1012.80;1009.30
2015;06;13;00;00;20.65;71.25;1011.82;24.64;16.33;90.00;54.00;1012.80;1010.40
2015;06;14;00;00;20.28;75.38;1009.96;23.83;17.36;92.00;57.00;1012.20;1008.30
2015;06;15;00;00;17.14;89.12;1014.55;19.15;15.52;97.00;78.00;1017.40;1011.90
2015;06;16;00;00;16.26;84.92;1018.25;20.01;13.21;97.00;69.00;1020.40;1017.30
2015;06;17;00;00;15.99;69.54;1022.19;21.35;9.28;92.00;53.00;1023.70;1020.80
2015;06;18;00;00;17.00;74.75;1019.42;20.39;12.13;92.00;62.00;1022.20;1017.30
2015;06;19;00;00;15.89;67.29;1018.72;19.62;11.53;93.00;50.00;1020.80;1017.50
2015;06;20;00;00;14.49;72.75;1019.92;16.11;12.37;87.00;63.00;1022.00;1018.40
2015;06;21;00;00;15.41;75.33;1019.22;20.77;9.84;89.00;60.00;1021.90;1016.90
2015;06;22;00;00;18.75;63.50;1012.85;23.67;13.31;84.00;41.00;1017.10;1007.40
2015;06;23;00;00;14.69;67.79;1014.97;18.11;11.44;92.00;49.00;1020.10;1009.00
2015;06;24;00;00;16.54;64.00;1020.81;22.38;8.98;89.00;46.00;1022.10;1019.80
2015;06;25;00;00;19.67;58.88;1021.92;24.52;13.40;79.00;41.00;1023.00;1021.00
2015;06;26;00;00;21.67;53.38;1020.53;26.66;15.37;70.00;35.00;1022.30;1018.50
2015;06;27;00;00;21.52;59.75;1018.09;27.49;17.19;74.00;43.00;1021.40;1015.20
2015;06;28;00;00;20.39;61.33;1020.90;26.01;14.50;80.00;42.00;1022.40;1019.10
2015;06;29;00;00;23.15;57.04;1020.41;28.57;16.75;75.00;39.00;1021.50;1019.30
2015;06;30;00;00;24.32;63.46;1018.96;30.17;17.65;89.00;44.00;1020.70;1016.70
2015;07;01;00;00;26.35;57.25;1017.77;32.85;18.80;80.00;32.00;1018.80;1016.40
2015;07;02;00;00;28.12;55.79;1019.40;35.06;20.78;78.00;34.00;1021.50;1018.40
2015;07;03;00;00;29.54;51.08;1021.60;35.13;24.29;72.00;32.00;1023.20;1019.90
2015;07;04;00;00;29.50;50.79;1020.23;35.10;23.94;76.00;29.00;1021.90;1017.70
2015;07;05;00;00;30.02;46.96;1015.56;36.70;23.58;80.00;30.00;1018.80;1012.20
2015;07;06;00;00;24.85;63.71;1019.66;29.18;20.58;84.00;44.00;1022.10;1017.20
2015;07;07;00;00;28.04;60.29;1012.18;35.12;19.33;90.00;37.00;1017.30;1008.40
2015;07;08;00;00;20.88;54.46;1015.25;23.77;16.86;67.00;44.00;1017.80;1012.10
2015;07;09;00;00;18.63;58.54;1019.92;22.38;14.52;75.00;44.00;1023.20;1017.80
2015;07;10;00;00;18.88;59.25;1020.71;25.99;10.37;80.00;39.00;1023.70;1017.70
2015;07;11;00;00;22.76;57.92;1017.04;29.90;14.16;84.00;35.00;1019.10;1014.70
2015;07;12;00;00;22.40;57.62;1019.25;27.00;17.11;77.00;43.00;1020.20;1018.00
2015;07;13;00;00;22.15;58.54;1019.19;25.98;18.47;71.00;46.00;1020.00;1018.10
2015;07;14;00;00;23.17;59.96;1018.61;27.91;18.00;74.00;41.00;1020.30;1017.70
2015;07;15;00;00;24.09;56.71;1018.98;29.57;17.96;76.00;37.00;1021.10;1016.60
2015;07;16;00;00;26.16;55.50;1016.38;32.20;19.71;73.00;36.00;1018.20;1014.10
2015;07;17;00;00;27.73;48.08;1016.05;33.65;21.19;74.00;26.00;1017.20;1014.90
2015;07;18;00;00;25.51;55.62;1016.67;28.23;21.39;81.00;45.00;1018.80;1015.00
2015;07;19;00;00;24.75;64.12;1013.14;31.03;19.26;88.00;41.00;1016.10;1011.60
2015;07;20;00;00;24.29;59.88;1014.69;29.99;17.22;82.00;42.00;1015.90;1013.60
2015;07;21;00;00;26.50;56.71;1015.45;32.12;19.48;75.00;41.00;1017.30;1013.70
2015;07;22;00;00;26.88;61.42;1014.29;33.62;20.51;84.00;33.00;1017.70;1012.80
2015;07;23;00;00;21.33;75.08;1015.97;23.77;18.66;91.00;60.00;1018.20;1013.80
2015;07;24;00;00;24.21;63.33;1009.99;30.06;17.63;88.00;41.00;1014.30;1005.30
2015;07;25;00;00;20.05;59.83;1012.16;22.15;15.46;84.00;43.00;1018.30;1006.60
2015;07;26;00;00;16.60;63.04;1014.35;20.65;12.42;84.00;42.00;1018.90;1009.60
2015;07;27;00;00;19.33;60.62;1008.96;23.27;15.80;85.00;43.00;1010.00;1007.00
2015;07;28;00;00;18.92;54.38;1011.59;22.76;15.13;74.00;35.00;1013.00;1010.20
2015;07;29;00;00;16.84;69.00;1011.91;19.03;14.36;84.00;58.00;1015.30;1009.60
2015;07;30;00;00;16.38;61.08;1016.15;20.75;11.61;80.00;42.00;1018.20;1014.90
2015;07;31;00;00;17.88;57.67;1015.33;24.52;9.86;81.00;34.00;1018.90;1011.50
2015;08;01;00;00;19.51;67.75;1014.97;24.41;14.70;85.00;46.00;1017.70;1012.80
2015;08;02;00;00;21.78;66.46;1017.78;27.26;17.13;88.00;44.00;1019.50;1015.90
2015;08;03;00;00;24.03;59.54;1016.28;31.17;16.07;82.00;35.00;1017.70;1014.70
2015;08;04;00;00;21.85;70.46;1016.14;25.76;17.50;85.00;49.00;1018.70;1013.90
2015;08;05;00;00;23.45;66.58;1016.35;30.18;16.05;90.00;40.00;1018.70;1013.70
2015;08;06;00;00;27.43;53.62;1015.10;34.30;18.93;82.00;27.00;1016.20;1014.30
2015;08;07;00;00;28.56;53.62;1014.56;35.77;21.42;81.00;28.00;1016.30;1013.00
2015;08;08;00;00;27.65;49.62;1016.20;32.51;22.54;92.00;39.00;1018.50;1014.30
2015;08;09;00;00;21.49;85.62;1016.96;26.57;19.49;96.00;59.00;1017.70;1015.30
2015;08;10;00;00;21.84;78.33;1015.45;25.29;18.46;92.00;63.00;1017.00;1014.60
2015;08;11;00;00;23.38;70.38;1015.80;28.65;18.01;94.00;50.00;1017.00;1014.60
2015;08;12;00;00;25.51;64.12;1017.58;30.93;19.82;87.00;42.00;1018.60;1016.70
2015;08;13;00;00;24.84;63.92;1014.00;32.14;19.25;79.00;40.00;1017.30;1010.30
2015;08;14;00;00;21.37;74.04;1010.90;26.06;18.01;91.00;52.00;1013.80;1009.00
2015;08;15;00;00;17.42;79.00;1011.71;19.43;15.74;88.00;67.00;1014.00;1010.40
2015;08;16;00;00;16.01;83.42;1013.80;18.65;14.10;94.00;71.00;1015.30;1013.10
2015;08;17;00;00;17.80;68.29;1013.33;21.33;13.16;92.00;50.00;1014.50;1011.80
2015;08;18;00;00;17.60;57.96;1014.96;22.65;11.50;74.00;41.00;1017.40;1013.30
2015;08;19;00;00;17.02;67.42;1019.36;21.50;12.59;82.00;51.00;1021.60;1017.80
2015;08;20;00;00;18.07;65.00;1022.68;23.45;12.92;85.00;42.00;1024.00;1021.80
2015;08;21;00;00;19.11;64.17;1022.62;24.80;13.31;85.00;44.00;1024.30;1020.70
2015;08;22;00;00;19.78;60.79;1017.36;26.28;12.85;81.00;38.00;1021.30;1013.40
2015;08;23;00;00;18.43;75.58;1009.83;25.41;14.24;92.00;49.00;1013.30;1007.60
2015;08;24;00;00;17.55;78.46;1008.18;21.37;15.71;94.00;55.00;1013.60;1005.70
2015;08;25;00;00;17.24;56.17;1018.54;22.21;11.10;76.00;40.00;1020.20;1014.30
2015;08;26;00;00;20.17;55.62;1017.12;27.59;12.64;81.00;37.00;1020.10;1013.90
2015;08;27;00;00;23.63;51.29;1013.76;30.36;15.92;73.00;32.00;1016.40;1011.40
2015;08;28;00;00;25.92;47.12;1016.59;30.93;21.08;70.00;35.00;1019.60;1013.30
2015;08;29;00;00;25.71;66.88;1019.75;31.69;18.16;97.00;44.00;1022.10;1017.50
2015;08;30;00;00;27.21;51.58;1018.12;32.33;22.16;80.00;29.00;1019.60;1016.60
2015;08;31;00;00;26.18;46.25;1014.85;32.35;20.81;65.00;30.00;1017.40;1011.80
2015;09;01;00;00;20.46;66.96;1013.50;25.76;14.87;89.00;45.00;1017.50;1010.60
2015;09;02;00;00;17.21;71.50;1016.02;21.67;13.44;91.00;51.00;1018.30;1014.10
2015;09;03;00;00;16.69;65.67;1015.09;19.65;12.56;82.00;48.00;1016.60;1013.70
2015;09;04;00;00;16.41;56.21;1016.26;21.00;13.03;70.00;36.00;1017.50;1014.90
2015;09;05;00;00;14.69;60.50;1018.17;18.23;11.44;77.00;43.00;1020.50;1016.50
2015;09;06;00;00;13.27;62.75;1023.79;16.58;9.82;90.00;45.00;1026.60;1020.70
2015;09;07;00;00;13.63;62.00;1026.00;18.64;8.41;77.00;45.00;1027.50;1024.60
2015;09;08;00;00;14.95;65.75;1022.73;22.01;8.88;86.00;41.00;1026.00;1019.50
2015;09;09;00;00;14.77;61.75;1019.54;21.94;7.85;79.00;40.00;1021.80;1017.50
2015;09;10;00;00;14.30;62.29;1017.85;20.92;7.77;80.00;41.00;1019.90;1015.80
2015;09;11;00;00;16.34;60.00;1016.20;23.42;8.97;78.00;38.00;1017.70;1015.00
2015;09;12;00;00;19.81;62.71;1015.17;27.49;13.92;93.00;32.00;1017.00;1012.80
2015;09;13;00;00;19.86;72.96;1010.73;25.78;15.01;94.00;45.00;1016.80;1005.60
2015;09;14;00;00;16.93;71.17;1007.11;21.70;12.92;94.00;45.00;1011.10;1004.30
2015;09;15;00;00;15.31;63.25;1009.41;19.49;10.00;78.00;45.00;1012.00;1004.70
2015;09;16;00;00;18.88;65.58;1000.25;26.86;14.30;74.00;43.00;1004.00;997.30
2015;09;17;00;00;15.82;74.17;1006.69;20.41;12.19;97.00;43.00;1014.50;999.40
2015;09;18;00;00;14.94;67.33;1018.15;19.71;9.91;85.00;46.00;1021.00;1014.90
2015;09;19;00;00;13.80;73.96;1022.87;16.30;10.53;83.00;67.00;1025.30;1020.80
2015;09;20;00;00;13.55;75.79;1023.78;18.06;10.40;91.00;54.00;1025.70;1021.80
2015;09;21;00;00;14.45;71.79;1016.32;20.41;7.75;96.00;49.00;1021.30;1011.20
2015;09;22;00;00;15.11;69.29;1007.25;19.45;11.51;82.00;50.00;1011.20;1004.60
2015;09;23;00;00;11.89;73.50;1012.59;14.33;9.19;82.00;64.00;1018.20;1008.10
2015;09;24;00;00;14.17;67.12;1019.52;18.72;10.90;84.00;47.00;1021.10;1018.10
2015;09;25;00;00;14.43;68.96;1021.07;19.80;9.39;84.00;51.00;1022.00;1019.80
2015;09;26;00;00;14.65;75.08;1021.35;20.47;10.60;95.00;49.00;1023.00;1019.90
2015;09;27;00;00;12.78;69.38;1025.15;19.18;7.36;94.00;43.00;1028.60;1022.90
2015;09;28;00;00;10.83;66.54;1029.49;17.68;3.80;94.00;39.00;1031.40;1028.00
2015;09;29;00;00;11.31;62.29;1027.32;17.89;3.09;93.00;41.00;1029.90;1025.40
2015;09;30;00;00;11.23;65.29;1026.62;18.15;4.95;90.00;42.00;1028.10;1025.10
2015;10;01;00;00;10.26;69.54;1025.46;17.70;3.95;89.00;47.00;1028.00;1022.90
2015;10;02;00;00;12.68;71.83;1021.72;19.45;6.04;92.00;48.00;1025.90;1017.80
2015;10;03;00;00;15.53;71.25;1016.33;20.54;10.78;88.00;54.00;1017.80;1014.90
2015;10;04;00;00;14.15;72.88;1018.32;17.78;11.06;96.00;57.00;1021.00;1016.10
2015;10;05;00;00;15.75;72.54;1013.43;21.75;10.02;89.00;43.00;1017.40;1010.00
2015;10;06;00;00;17.06;80.08;1007.81;23.79;12.59;94.00;51.00;1010.10;1003.90
