LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;MSL;2 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;MSL;MSL
NAME;;;;;Temperature;Relative Humidity;Mean Sea Level Pressure;Temperature;Temperature;Relative Humidity;Relative Humidity;Mean Sea Level Pressure;Mean Sea Level Pressure
UNIT;;;;;°C;%;hPa;°C;°C;%;%;hPa;hPa
AGGREGATION;;;;;daily mean;daily mean;daily mean;daily max;daily min;daily max;daily min;daily max;daily min
UTC_OFFSET;;;;;1;1;1;1;1;1;1;1;1

Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL]
2014;04;25;00;00;15.69;62.58;1010.82;20.97;11.41;79.00;43.00;1013.60;1009.70
2014;04;26;00;00;15.26;65.08;1011.23;20.34;10.86;80.00;45.00;1013.80;1007.70
2014;04;27;00;00;13.07;61.29;1008.31;16.84;9.94;85.00;34.00;1009.20;1007.00
2014;04;28;00;00;11.14;73.29;1010.40;13.35;9.15;85.00;61.00;1012.60;1009.00
2014;04;29;00;00;12.45;69.12;1011.80;16.99;8.80;85.00;48.00;1013.40;1009.40
2014;04;30;00;00;13.04;69.67;1010.13;17.31;9.44;88.00;49.00;1013.00;1008.30
2014;05;01;00;00;12.87;75.42;1012.25;15.54;11.12;83.00;64.00;1013.80;1011.00
2014;05;02;00;00;12.40;75.29;1011.88;15.31;9.72;89.00;63.00;1015.40;1009.70
2014;05;03;00;00;11.24;63.29;1018.08;14.71;8.28;82.00;42.00;1020.80;1016.20
2014;05;04;00;00;11.16;49.12;1020.05;17.45;4.31;69.00;32.00;1022.00;1017.60
2014;05;05;00;00;14.58;42.67;1016.45;22.04;6.06;64.00;21.00;1019.10;1013.30
2014;05;06;00;00;16.82;47.29;1014.23;22.77;9.94;67.00;32.00;1015.50;1013.30
2014;05;07;00;00;15.61;55.50;1015.92;17.47;13.77;68.00;44.00;1018.50;1012.90
2014;05;08;00;00;16.33;55.38;1017.88;21.17;10.93;83.00;34.00;1020.20;1015.30
2014;05;09;00;00;16.82;65.54;1017.42;20.23;13.76;81.00;50.00;1020.10;1015.20
2014;05;10;00;00;16.64;59.25;1014.96;21.35;9.86;80.00;37.00;1020.20;1009.40
2014;05;11;00;00;12.92;64.46;1011.97;15.64;9.49;83.00;43.00;1015.20;1010.30
2014;05;12;00;00;10.52;63.12;1015.86;13.72;8.08;78.00;46.00;1017.10;1014.60
2014;05;13;00;00;9.85;70.33;1018.97;12.14;8.13;80.00;57.00;1024.10;1016.00
2014;05;14;00;00;10.68;66.00;1027.45;14.05;8.07;86.00;48.00;1029.60;1024.10
2014;05;15;00;00;10.59;60.62;1029.58;14.19;6.87;82.00;43.00;1031.40;1028.60
2014;05;16;00;00;13.70;47.83;1025.53;19.89;7.60;69.00;25.00;1031.20;1021.50
2014;05;17;00;00;13.73;69.42;1019.48;17.14;9.00;93.00;56.00;1023.00;1017.50
2014;05;18;00;00;15.58;69.04;1013.89;21.71;7.18;100.00;47.00;1018.30;1009.90
2014;05;19;00;00;18.00;66.21;1009.60;23.24;11.57;94.00;46.00;1010.70;1007.60
2014;05;20;00;00;17.78;62.83;1013.11;25.04;5.95;86.00;43.00;1014.80;1010.80
2014;05;21;00;00;20.55;67.08;1011.97;26.75;13.05;95.00;44.00;1015.90;1008.20
2014;05;22;00;00;18.37;77.21;1009.64;26.27;10.10;96.00;48.00;1012.40;1006.90
2014;05;23;00;00;16.15;78.38;1011.45;21.53;12.54;98.00;50.00;1014.50;1008.80
2014;05;24;00;00;16.06;68.88;1016.06;20.05;11.44;96.00;48.00;1018.50;1011.10
2014;05;25;00;00;17.26;72.21;1017.45;22.34;9.25;99.00;52.00;1020.40;1015.10
2014;05;26;00;00;16.44;84.92;1014.45;18.36;14.44;98.00;66.00;1016.00;1012.70
2014;05;27;00;00;13.80;90.92;1014.65;14.84;12.82;95.00;82.00;1015.80;1013.00
2014;05;28;00;00;14.76;75.79;1014.47;18.03;11.74;94.00;59.00;1016.00;1012.30
2014;05;29;00;00;15.73;71.62;1015.56;19.73;12.89;90.00;56.00;1017.20;1014.20
2014;05;30;00;00;15.40;77.21;1018.19;18.48;12.80;96.00;59.00;1019.50;1017.40
2014;05;31;00;00;15.37;70.46;1019.76;19.96;10.98;94.00;50.00;1021.00;1018.20
2014;06;01;00;00;16.94;62.92;1018.90;21.90;12.23;93.00;33.00;1020.70;1017.10
2014;06;02;00;00;16.91;55.96;1017.24;20.47;13.39;73.00;42.00;1018.40;1016.30
2014;06;03;00;00;17.24;57.46;1015.03;21.65;12.85;78.00;39.00;1017.30;1012.90
2014;06;04;00;00;16.21;65.50;1010.68;20.37;12.86;81.00;49.00;1014.50;1007.70
2014;06;05;00;00;16.07;52.04;1015.42;21.27;10.60;73.00;35.00;1016.80;1014.30
2014;06;06;00;00;20.81;50.58;1015.32;28.27;11.23;71.00;31.00;1017.10;1013.50
2014;06;07;00;00;24.98;43.50;1015.82;31.75;18.62;71.00;26.00;1017.20;1014.40
2014;06;08;00;00;26.56;44.67;1017.61;32.61;18.72;62.00;28.00;1018.70;1016.00
2014;06;09;00;00;27.70;38.17;1016.77;35.62;21.28;62.00;19.00;1018.60;1014.60
2014;06;10;00;00;26.92;41.75;1016.69;33.37;18.65;65.00;29.00;1018.60;1015.50
2014;06;11;00;00;24.68;61.08;1021.31;30.90;18.31;85.00;38.00;1022.80;1019.20
2014;06;12;00;00;23.63;61.96;1022.20;29.21;16.76;90.00;44.00;1024.50;1020.00
2014;06;13;00;00;21.93;58.00;1018.58;27.17;16.24;86.00;39.00;1020.80;1016.20
2014;06;14;00;00;18.78;57.17;1015.65;23.31;12.93;80.00;40.00;1017.90;1013.80
2014;06;15;00;00;17.91;53.83;1016.26;23.47;10.77;80.00;35.00;1017.70;1014.90
2014;06;16;00;00;17.91;53.58;1016.96;23.38;10.03;81.00;32.00;1018.70;1015.50
2014;06;17;00;00;17.54;59.79;1017.16;21.76;12.59;85.00;40.00;1018.80;1015.40
2014;06;18;00;00;19.06;54.92;1017.01;23.66;13.00;78.00;37.00;1017.80;1016.00
2014;06;19;00;00;19.45;53.79;1017.38;24.72;13.41;75.00;34.00;1018.90;1016.10
2014;06;20;00;00;18.56;55.75;1016.96;21.40;15.06;68.00;47.00;1018.00;1016.10
2014;06;21;00;00;18.45;55.08;1016.88;24.33;11.92;82.00;34.00;1018.90;1014.90
2014;06;22;00;00;20.88;49.54;1017.19;27.50;14.29;65.00;32.00;1018.20;1016.00
2014;06;23;00;00;20.43;58.50;1017.26;26.89;14.81;88.00;39.00;1019.50;1014.70
2014;06;24;00;00;19.43;67.79;1014.44;23.87;16.05;91.00;45.00;1017.60;1012.00
2014;06;25;00;00;18.68;57.12;1011.44;23.12;13.91;77.00;42.00;1014.20;1009.40
2014;06;26;00;00;18.48;48.08;1013.87;23.27;11.66;72.00;28.00;1015.10;1012.40
2014;06;27;00;00;20.71;45.08;1015.68;26.17;14.51;60.00;32.00;1017.50;1014.10
2014;06;28;00;00;21.33;60.54;1012.42;29.18;16.34;83.00;34.00;1016.40;1008.60
2014;06;29;00;00;16.84;66.92;1011.48;19.42;13.65;81.00;50.00;1015.00;1008.30
2014;06;30;00;00;15.81;62.21;1017.06;19.70;12.83;84.00;40.00;1018.30;1015.00
2014;07;01;00;00;18.60;51.58;1016.26;24.33;10.99;74.00;33.00;1018.10;1014.50
2014;07;02;00;00;17.56;65.00;1019.65;22.00;13.59;76.00;51.00;1023.90;1016.40
2014;07;03;00;00;21.15;53.96;1022.48;28.45;12.90;83.00;24.00;1024.60;1019.30
2014;07;04;00;00;23.07;53.58;1012.35;31.48;16.89;84.00;31.00;1019.10;1005.90
2014;07;05;00;00;21.29;62.25;1011.62;25.33;17.38;80.00;40.00;1012.80;1010.00
2014;07;06;00;00;24.32;55.25;1010.46;31.44;17.49;81.00;29.00;1013.30;1007.50
2014;07;07;00;00;19.56;74.96;1014.11;24.17;16.85;94.00;51.00;1015.50;1011.70
2014;07;08;00;00;14.79;80.75;1011.76;16.58;13.02;89.00;72.00;1013.90;1009.90
2014;07;09;00;00;13.64;78.08;1012.36;17.20;12.14;86.00;59.00;1013.90;1010.50
2014;07;10;00;00;14.62;80.29;1009.77;17.83;11.97;89.00;73.00;1013.00;1006.70
2014;07;11;00;00;17.93;81.33;1012.90;19.94;16.25;92.00;70.00;1014.80;1011.30
2014;07;12;00;00;17.98;78.58;1013.81;20.34;15.78;92.00;65.00;1014.50;1013.20
2014;07;13;00;00;18.62;71.08;1012.59;21.49;15.34;89.00;57.00;1014.30;1011.40
2014;07;14;00;00;18.72;71.21;1014.84;21.67;15.40;87.00;58.00;1019.20;1011.50
2014;07;15;00;00;20.32;59.33;1019.77;25.70;14.16;91.00;36.00;1020.70;1018.70
2014;07;16;00;00;23.26;52.54;1019.83;28.24;16.72;64.00;41.00;1020.90;1018.40
2014;07;17;00;00;24.67;54.08;1019.84;30.41;17.81;79.00;34.00;1021.40;1018.00
2014;07;18;00;00;25.48;48.54;1017.17;32.50;18.63;70.00;26.00;1019.70;1014.60
2014;07;19;00;00;26.85;49.21;1011.78;34.16;18.66;71.00;28.00;1014.70;1008.80
2014;07;20;00;00;22.56;64.50;1010.62;28.44;17.34;82.00;38.00;1011.60;1009.30
2014;07;21;00;00;19.00;71.33;1011.65;22.63;16.84;84.00;51.00;1014.40;1009.20
2014;07;22;00;00;19.50;84.25;1013.52;22.08;16.69;93.00;79.00;1014.50;1012.60
2014;07;23;00;00;22.14;64.75;1012.50;28.16;16.82;88.00;37.00;1015.20;1010.60
2014;07;24;00;00;21.46;59.62;1011.40;26.77;15.30;83.00;36.00;1012.60;1010.60
2014;07;25;00;00;22.56;52.46;1012.04;27.62;17.20;69.00;34.00;1013.00;1011.10
2014;07;26;00;00;19.37;68.92;1014.10;21.24;18.02;78.00;62.00;1016.00;1012.70
2014;07;27;00;00;21.27;62.67;1015.31;26.22;15.71;80.00;46.00;1015.80;1014.70
2014;07;28;00;00;19.41;72.17;1011.99;23.53;14.40;85.00;57.00;1015.20;1009.90
2014;07;29;00;00;16.88;76.79;1009.75;19.87;13.93;86.00;64.00;1012.60;1008.00
2014;07;30;00;00;18.27;86.54;1010.33;21.00;15.90;92.00;75.00;1014.00;1007.50
2014;07;31;00;00;21.21;68.54;1013.68;26.02;16.59;92.00;46.00;1015.50;1011.80
2014;08;01;00;00;22.62;63.12;1009.92;28.02;16.75;87.00;42.00;1012.80;1007.50
2014;08;02;00;00;21.74;64.67;1008.60;25.20;18.54;78.00;49.00;1010.80;1007.10
2014;08;03;00;00;20.19;72.08;1012.46;22.81;17.48;90.00;55.00;1015.00;1010.90
2014;08;04;00;00;20.24;66.42;1016.73;23.69;16.65;83.00;53.00;1018.60;1015.30
2014;08;05;00;00;19.70;61.58;1018.36;24.05;16.24;79.00;40.00;1019.30;1017.90
2014;08;06;00;00;19.17;65.00;1017.49;24.26;14.26;83.00;43.00;1019.50;1015.70
2014;08;07;00;00;20.15;67.67;1015.75;23.80;16.63;81.00;54.00;1016.70;1014.80
2014;08;08;00;00;21.93;66.58;1012.78;27.22;16.08;85.00;48.00;1015.90;1008.90
2014;08;09;00;00;21.98;64.08;1013.39;25.19;17.75;78.00;50.00;1015.10;1010.00
2014;08;10;00;00;24.75;62.71;1010.25;32.31;19.07;85.00;30.00;1013.90;1006.80
2014;08;11;00;00;21.02;62.42;1014.54;23.64;18.51;83.00;35.00;1016.20;1011.40
2014;08;12;00;00;19.87;54.08;1013.94;22.75;15.89;69.00;44.00;1016.00;1011.60
2014;08;13;00;00;16.40;72.88;1008.71;19.06;14.51;89.00;58.00;1013.60;1005.30
2014;08;14;00;00;15.55;67.38;1014.46;18.39;12.39;77.00;56.00;1015.80;1013.80
2014;08;15;00;00;15.25;66.92;1015.42;18.21;12.79;81.00;54.00;1018.60;1013.90
2014;08;16;00;00;15.45;65.75;1020.60;18.94;12.74;82.00;47.00;1022.20;1018.10
2014;08;17;00;00;17.26;56.92;1017.17;22.51;11.54;70.00;43.00;1022.00;1013.00
2014;08;18;00;00;18.13;59.58;1012.48;22.01;14.65;76.00;45.00;1013.80;1011.10
2014;08;19;00;00;17.29;63.04;1013.40;21.22;13.84;83.00;48.00;1015.10;1011.90
2014;08;20;00;00;16.19;58.88;1016.05;19.16;11.94;73.00;47.00;1017.10;1015.20
2014;08;21;00;00;16.96;56.33;1017.36;20.89;13.42;75.00;39.00;1019.30;1015.70
2014;08;22;00;00;17.75;56.42;1015.54;21.10;13.73;68.00;44.00;1017.00;1014.50
2014;08;23;00;00;15.76;66.38;1016.32;19.16;11.90;85.00;51.00;1019.10;1015.30
2014;08;24;00;00;15.16;65.46;1019.70;19.31;11.62;87.00;45.00;1021.10;1018.50
2014;08;25;00;00;15.84;67.38;1016.23;19.66;12.71;89.00;49.00;1019.40;1010.30
2014;08;26;00;00;18.54;75.12;1008.77;20.48;15.04;86.00;46.00;1011.20;1007.00
2014;08;27;00;00;17.59;76.62;1014.43;19.91;14.48;87.00;67.00;1016.80;1011.00
2014;08;28;00;00;19.04;72.12;1016.82;24.79;12.99;90.00;51.00;1018.10;1015.70
2014;08;29;00;00;19.19;76.46;1017.70;22.42;16.65;89.00;64.00;1020.00;1016.70
2014;08;30;00;00;19.22;69.58;1018.58;23.71;15.28;88.00;45.00;1020.60;1015.90
2014;08;31;00;00;16.92;76.38;1016.09;18.41;13.98;88.00;66.00;1017.50;1015.00
2014;09;01;00;00;14.98;75.46;1019.68;18.72;12.03;93.00;55.00;1021.10;1017.10
2014;09;02;00;00;15.21;70.12;1019.83;20.18;10.10;84.00;52.00;1021.20;1018.00
2014;09;03;00;00;16.05;73.54;1016.96;21.66;9.52;88.00;57.00;1020.20;1014.60
2014;09;04;00;00;19.25;75.50;1014.65;24.04;13.82;95.00;55.00;1015.80;1013.80
2014;09;05;00;00;21.02;67.62;1013.49;25.27;16.61;83.00;49.00;1014.70;1012.20
2014;09;06;00;00;20.82;66.79;1012.67;24.91;16.93;79.00;50.00;1013.60;1011.70
2014;09;07;00;00;20.65;68.46;1013.83;24.80;16.31;79.00;54.00;1014.80;1013.10
2014;09;08;00;00;21.39;68.67;1015.30;26.42;16.50;85.00;50.00;1016.30;1014.50
2014;09;09;00;00;20.52;70.08;1016.68;24.50;17.31;86.00;57.00;1017.60;1016.00
2014;09;10;00;00;17.92;75.96;1015.16;21.95;13.57;94.00;55.00;1016.90;1013.10
2014;09;11;00;00;14.42;75.33;1015.07;19.67;10.44;90.00;52.00;1017.20;1014.00
2014;09;12;00;00;13.36;82.58;1017.80;16.66;9.98;92.00;67.00;1019.30;1016.40
2014;09;13;00;00;16.47;83.42;1018.99;20.18;13.18;97.00;66.00;1020.10;1017.10
2014;09;14;00;00;15.74;75.96;1017.24;23.03;9.24;97.00;52.00;1020.20;1014.50
2014;09;15;00;00;17.53;73.21;1014.88;23.32;10.94;93.00;57.00;1016.40;1013.10
2014;09;16;00;00;20.16;66.50;1013.90;24.56;16.54;79.00;52.00;1015.50;1012.00
2014;09;17;00;00;20.34;66.00;1012.37;25.50;14.61;79.00;50.00;1014.10;1010.70
2014;09;18;00;00;21.73;66.08;1011.76;25.57;18.23;76.00;51.00;1012.90;1010.30
2014;09;19;00;00;20.05;76.33;1014.25;25.30;17.45;87.00;51.00;1015.70;1012.80
2014;09;20;00;00;19.58;76.42;1016.55;23.39;16.55;96.00;56.00;1017.70;1015.50
2014;09;21;00;00;16.86;79.12;1017.15;22.11;12.46;93.00;57.00;1018.60;1015.80
2014;09;22;00;00;13.03;76.67;1020.40;16.61;9.63;96.00;49.00;1022.10;1018.80
2014;09;23;00;00;12.49;66.38;1019.81;19.61;6.43;91.00;42.00;1023.40;1016.90
2014;09;24;00;00;13.50;69.17;1015.39;20.42;6.41;85.00;49.00;1018.20;1013.00
2014;09;25;00;00;14.34;68.88;1020.44;17.41;11.86;81.00;54.00;1024.40;1015.80
2014;09;26;00;00;14.83;62.83;1024.90;20.18;9.93;81.00;43.00;1026.10;1023.60
2014;09;27;00;00;16.16;67.71;1025.43;22.27;10.89;85.00;57.00;1026.10;1024.60
2014;09;28;00;00;18.14;69.04;1024.82;24.38;11.16;90.00;48.00;1026.20;1023.50
2014;09;29;00;00;19.57;63.12;1025.10;24.69;15.84;76.00;46.00;1026.30;1023.70
2014;09;30;00;00;18.49;74.46;1025.33;21.29;15.38;88.00;65.00;1026.40;1024.40
2014;10;01;00;00;17.75;77.08;1025.65;20.75;15.19;94.00;60.00;1027.30;1024.40
2014;10;02;00;00;16.39;77.08;1026.41;21.56;12.10;94.00;59.00;1027.70;1025.10
2014;10;03;00;00;15.52;71.04;1023.03;22.07;10.77;87.00;48.00;1026.10;1020.00
2014;10;04;00;00;16.00;71.42;1016.81;21.32;9.35;90.00;56.00;1020.30;1014.30
2014;10;05;00;00;16.98;70.92;1014.67;20.92;14.25;88.00;50.00;1016.10;1013.20
2014;10;06;00;00;15.40;72.46;1011.81;21.31;12.03;94.00;38.00;1014.60;1009.00
2014;10;07;00;00;17.71;66.88;1008.38;22.69;13.18;84.00;52.00;1011.30;1006.90
2014;10;08;00;00;19.79;66.33;1009.59;24.12;14.61;95.00;45.00;1012.20;1007.40
2014;10;09;00;00;18.80;63.12;1009.62;24.19;11.62;90.00;36.00;1011.70;1008.20
2014;10;10;00;00;17.15;83.17;1013.63;19.81;14.28;95.00;69.00;1014.80;1011.50
2014;10;11;00;00;15.49;90.58;1014.33;18.70;13.21;97.00;76.00;1015.70;1012.80
2014;10;12;00;00;16.26;83.46;1011.40;22.02;11.24;98.00;59.00;1015.40;1007.90
2014;10;13;00;00;16.82;77.79;1008.84;20.97;14.23;90.00;59.00;1009.80;1007.80
2014;10;14;00;00;15.64;76.17;1010.08;20.03;11.08;95.00;58.00;1010.80;1009.50
2014;10;15;00;00;17.00;75.33;1008.58;20.90;13.01;94.00;56.00;1011.10;1006.80
2014;10;16;00;00;17.33;74.21;1009.46;20.22;14.50;90.00;62.00;1011.40;1007.90
2014;10;17;00;00;17.40;73.33;1013.92;19.65;12.53;86.00;59.00;1019.70;1006.60
2014;10;18;00;00;15.54;76.25;1020.95;23.30;9.17;95.00;52.00;1022.20;1019.40
2014;10;19;00;00;18.25;62.71;1022.40;23.01;14.48;87.00;45.00;1023.60;1021.10
2014;10;20;00;00;18.60;69.33;1019.71;22.91;15.28;93.00;47.00;1022.70;1016.70
2014;10;21;00;00;15.41;79.29;1013.60;19.42;8.59;96.00;56.00;1017.00;1007.90
2014;10;22;00;00;7.84;72.21;1019.18;9.94;5.61;81.00;57.00;1023.10;1016.50
2014;10;23;00;00;8.64;73.71;1023.50;12.22;5.34;86.00;61.00;1024.50;1022.90
2014;10;24;00;00;9.05;73.67;1021.15;15.04;3.04;90.00;55.00;1023.90;1019.10
2014;10;25;00;00;11.37;73.21;1021.22;14.85;8.04;89.00;56.00;1023.60;1020.00
2014;10;26;00;00;13.50;73.38;1024.32;17.23;10.52;86.00;61.00;1025.20;1023.60
2014;10;27;00;00;11.28;72.38;1023.95;16.71;6.61;90.00;54.00;1025.80;1022.10
2014;10;28;00;00;10.48;75.54;1019.77;15.89;5.60;90.00;58.00;1022.50;1017.00
2014;10;29;00;00;11.70;73.92;1019.32;16.30;7.73;86.00;58.00;1022.10;1017.90
2014;10;30;00;00;13.26;71.12;1024.06;17.50;9.97;82.00;62.00;1026.30;1022.00
2014;10;31;00;00;13.34;72.75;1025.15;19.51;8.66;90.00;52.00;1026.50;1023.40
2014;11;01;00;00;14.85;69.46;1022.72;19.56;11.45;85.00;56.00;1024.10;1021.00
2014;11;02;00;00;13.59;65.42;1018.84;18.10;9.92;79.00;48.00;1022.30;1015.00
2014;11;03;00;00;14.07;59.79;1008.78;17.91;10.30;84.00;42.00;1015.30;1001.20
2014;11;04;00;00;12.01;70.58;996.96;14.95;9.21;89.00;53.00;1001.20;993.90
2014;11;05;00;00;7.76;89.08;1001.56;8.93;6.40;94.00;77.00;1008.40;995.40
2014;11;06;00;00;7.42;80.67;1011.98;10.05;5.25;91.00;68.00;1013.70;1008.90
2014;11;07;00;00;7.64;78.38;1009.68;14.98;1.53;94.00;51.00;1013.10;1005.90
2014;11;08;00;00;8.86;76.79;1012.28;13.61;5.06;86.00;62.00;1014.80;1009.10
2014;11;09;00;00;8.97;80.54;1009.15;14.89;3.90;96.00;60.00;1010.70;1006.80
2014;11;10;00;00;9.65;88.67;1011.54;11.91;8.31;96.00;81.00;1013.50;1010.30
2014;11;11;00;00;10.46;81.83;1006.63;15.62;6.68;92.00;69.00;1011.50;1003.00
2014;11;12;00;00;10.19;86.08;1004.83;13.27;8.71;96.00;73.00;1009.80;1002.40
2014;11;13;00;00;10.21;86.71;1011.81;13.46;7.28;96.00;71.00;1012.80;1010.40
2014;11;14;00;00;9.43;82.29;1008.47;15.27;4.81;96.00;64.00;1012.10;1004.60
2014;11;15;00;00;9.72;84.21;1002.88;12.26;8.22;94.00;74.00;1005.20;1001.00
2014;11;16;00;00;10.22;72.50;1002.35;13.54;7.70;90.00;57.00;1003.20;1001.10
2014;11;17;00;00;9.05;76.29;1003.77;12.08;5.50;89.00;64.00;1006.10;1002.40
2014;11;18;00;00;8.19;78.25;1008.15;11.03;5.30;85.00;70.00;1011.60;1005.90
2014;11;19;00;00;8.52;80.38;1018.36;10.60;5.95;88.00;68.00;1024.10;1011.90
2014;11;20;00;00;6.44;81.46;1024.01;11.98;1.19;94.00;62.00;1025.80;1022.40
2014;11;21;00;00;9.56;74.83;1020.75;13.39;6.91;83.00;64.00;1023.60;1018.50
2014;11;22;00;00;9.96;76.17;1020.14;15.05;6.68;87.00;63.00;1021.20;1018.70
2014;11;23;00;00;9.47;80.83;1020.68;15.83;5.51;92.00;54.00;1022.90;1019.20
2014;11;24;00;00;11.50;80.04;1021.32;15.37;8.66;93.00;59.00;1022.70;1020.20
2014;11;25;00;00;9.29;88.21;1019.69;12.38;7.88;96.00;75.00;1023.00;1016.70
2014;11;26;00;00;9.15;81.58;1013.67;12.62;6.74;88.00;75.00;1016.90;1011.20
2014;11;27;00;00;9.32;81.29;1008.44;13.74;6.04;94.00;67.00;1011.40;1006.50
2014;11;28;00;00;8.10;79.08;1007.71;13.26;5.00;90.00;60.00;1010.50;1005.00
2014;11;29;00;00;4.08;88.08;1012.04;7.27;2.32;96.00;72.00;1013.60;1010.10
2014;11;30;00;00;3.26;85.83;1009.81;6.77;0.37;96.00;68.00;1012.40;1006.00
2014;12;01;00;00;2.79;87.29;1004.35;5.62;0.51;94.00;77.00;1007.10;1002.40
2014;12;02;00;00;3.24;88.17;1009.37;4.28;1.88;93.00;83.00;1012.00;1007.40
2014;12;03;00;00;3.56;86.29;1014.25;6.18;1.80;93.00;77.00;1015.70;1012.60
2014;12;04;00;00;3.92;83.17;1014.28;7.24;1.83;90.00;71.00;1016.70;1012.10
2014;12;05;00;00;3.31;89.46;1018.58;6.08;0.50;97.00;77.00;1020.50;1016.30
2014;12;06;00;00;4.05;87.25;1021.85;5.43;2.85;95.00;72.00;1023.30;1020.20
2014;12;07;00;00;3.45;86.46;1023.36;4.71;2.08;96.00;78.00;1024.40;1022.20
2014;12;08;00;00;4.06;81.96;1021.51;5.44;2.18;88.00;67.00;1023.40;1019.40
2014;12;09;00;00;2.18;85.46;1027.58;4.94;0.78;95.00;72.00;1032.10;1021.40
2014;12;10;00;00;3.14;82.58;1026.97;6.44;-0.07;92.00;61.00;1032.00;1022.40
2014;12;11;00;00;5.88;75.17;1021.27;8.22;3.61;85.00;64.00;1024.10;1019.30
2014;12;12;00;00;7.63;63.12;1013.60;11.31;3.65;74.00;48.00;1019.10;1008.90
2014;12;13;00;00;9.86;61.83;1011.23;13.57;5.62;69.00;51.00;1014.40;1009.00
2014;12;14;00;00;10.23;79.96;1016.41;11.81;9.23;90.00;68.00;1018.50;1015.10
2014;12;15;00;00;9.13;83.17;1016.98;11.94;5.83;93.00;76.00;1018.80;1015.50
2014;12;16;00;00;6.30;83.50;1015.43;9.10;4.42;89.00;76.00;1017.40;1013.60
2014;12;17;00;00;6.30;83.92;1014.87;8.43;4.05;94.00;69.00;1018.10;1011.50
2014;12;18;00;00;10.15;84.71;1018.14;12.40;7.01;92.00;80.00;1021.80;1015.00
2014;12;19;00;00;11.54;73.96;1021.67;13.65;9.64;84.00;63.00;1022.90;1020.10
2014;12;20;00;00;6.43;78.96;1029.03;9.72;4.89;87.00;67.00;1032.00;1025.10
2014;12;21;00;00;4.91;82.46;1034.96;7.18;1.66;88.00;74.00;1036.30;1033.30
2014;12;22;00;00;4.42;68.92;1031.37;8.30;1.27;83.00;51.00;1034.70;1028.90
2014;12;23;00;00;5.34;53.04;1026.20;8.68;3.15;71.00;38.00;1029.20;1023.50
2014;12;24;00;00;6.55;63.21;1024.07;9.24;4.59;78.00;37.00;1025.50;1023.40
2014;12;25;00;00;6.38;76.25;1025.57;8.68;3.35;89.00;64.00;1028.90;1021.60
2014;12;26;00;00;1.81;84.79;1029.23;4.23;-0.52;93.00;71.00;1031.10;1025.70
2014;12;27;00;00;2.38;79.75;1004.52;5.33;-0.46;89.00;62.00;1024.80;995.70
2014;12;28;00;00;-1.60;79.00;1009.80;1.31;-5.58;94.00;62.00;1030.10;995.50
2014;12;29;00;00;-4.11;80.50;1033.08;0.29;-9.25;99.00;59.00;1036.60;1028.80
2014;12;30;00;00;-0.24;81.92;1036.25;2.59;-3.64;95.00;68.00;1037.70;1035.30
2014;12;31;00;00;0.41;78.88;1035.51;4.05;-1.57;88.00;61.00;1036.30;1034.80
2015;01;01;00;00;0.41;79.12;1036.31;4.28;-2.00;87.00;68.00;1037.70;1035.10
2015;01;02;00;00;2.70;78.71;1035.56;6.79;-0.52;91.00;64.00;1037.60;1034.30
2015;01;03;00;00;5.30;89.42;1028.82;10.51;0.31;97.00;82.00;1038.30;1019.80
2015;01;04;00;00;3.84;79.58;1034.78;9.91;2.10;91.00;65.00;1040.20;1023.30
2015;01;05;00;00;1.54;83.79;1035.97;6.12;-0.94;96.00;67.00;1040.20;1032.20
2015;01;06;00;00;3.35;69.12;1028.76;6.66;-0.27;82.00;50.00;1032.30;1025.40
2015;01;07;00;00;4.90;79.88;1032.21;7.92;2.77;88.00;68.00;1033.80;1030.40
2015;01;08;00;00;7.02;75.29;1033.30;10.52;2.14;88.00;62.00;1035.50;1031.30
2015;01;09;00;00;9.09;75.33;1033.52;12.18;6.42;90.00;47.00;1038.80;1025.90
2015;01;10;00;00;13.32;77.83;1022.68;15.37;11.53;86.00;68.00;1026.90;1017.80
2015;01;11;00;00;5.21;75.62;1026.15;9.28;3.83;83.00;69.00;1030.70;1021.20
2015;01;12;00;00;6.36;48.71;1026.93;12.15;2.69;78.00;29.00;1030.80;1023.50
2015;01;13;00;00;8.11;47.46;1018.27;12.25;3.54;72.00;33.00;1024.40;1014.50
2015;01;14;00;00;7.83;72.04;1018.04;10.66;4.26;88.00;59.00;1021.60;1015.00
